name,site,subtypes,category,phone,full_address,postal_code,latitude,longitude,rating,reviews,reviews_tags,photos_count,photo,working_hours,business_status,about,description,menu_link,location_link,place_id
"VETERINARSKA AMBULANTA ""DUNJA""",,Veterinarian,Ветеринар,+381 63 8463537,"Peđe Milosavljevića 32, Beograd 11077",11077,44.817775999999995,20.3799994,4.9,79.0,,65.0,https://lh3.googleusercontent.com/p/AF1QipPV28bztc0Oy9gIi15WQSEUJhLlUNOvUQFyCj9M=w800-h500-k-no,,OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""Identifies as women-owned"": true}}",,,"https://www.google.com/maps/place/VETERINARSKA+AMBULANTA+%22DUNJA%22/@44.817775999999995,20.3799994,14z/data=!4m8!1m2!2m1!1sVETERINARSKA+AMBULANTA+%22DUNJA%22!3m4!1s0x475a6f6230c42bc3:0xc0c6fdec20cd1184!8m2!3d44.817775999999995!4d20.3799994",ChIJwyvEMGJvWkcRhBHNIOz9xsA
Vet Planet Zemun,https://vetplanet.rs/,"Veterinarian, Emergency veterinarian service, Veterinary pharmacy",Veterinarian,+381 11 3160555,"Radnička 9, Beograd 200233",200233,44.8370439,20.4125633,3.5,30.0,,6.0,https://lh3.googleusercontent.com/p/AF1QipPyvfjH3Ct-T_CcoO18wlip_8X_pmyoKKfpHjVO=w800-h500-k-no,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Planning"": {""Appointments recommended"": true}}",,,"https://www.google.com/maps/place/Vet+Planet+Zemun/@44.8370439,20.4125633,14z/data=!4m8!1m2!2m1!1sVet+Planet+Zemun!3m4!1s0x475a65a73367cf9d:0x49b8957ab0146bba!8m2!3d44.8370439!4d20.4125633",ChIJnc9nM6dlWkcRumsUsHqVuEk
Veterinarska ambulanta Vesna,http://vetvesna.com/,Veterinarian,Ветеринар,+381 65 3420058,"Šesnaestog oktobra 15, Beograd",None,44.788792099999995,20.5303008,4.5,144.0,,92.0,https://lh3.googleusercontent.com/p/AF1QipOMPkg756K__d5tKvgtgrQw3ZJi_2-rgRpfOyv2=w800-h500-k-no,"{""Monday"": ""9AM-12PM,4-8PM"", ""Tuesday"": ""9AM-12PM,4-8PM"", ""Wednesday"": ""9AM-12PM,4-8PM"", ""Thursday"": ""9AM-12PM,4-8PM"", ""Friday"": ""9AM-12PM,4-8PM"", ""Saturday"": ""9AM-12PM"", ""Sunday"": ""9AM-12PM""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Veterinarska+ambulanta+Vesna/@44.788792099999995,20.5303008,14z/data=!4m8!1m2!2m1!1sVeterinarska+ambulanta+Vesna!3m4!1s0x475a70a6f2aed283:0x9f535b2b60b5f9f3!8m2!3d44.788792099999995!4d20.5303008",ChIJg9Ku8qZwWkcR8_m1YCtbU58
"Ветеринарски центар, Пиносава",,"Veterinary care, Emergency services",Ветеринарска нега,,Belgrade,None,44.6952706,20.494575299999997,3.5,2.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0r-aYV_9curZnBu2DF9pSA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=24.14799&pitch=0&thumbfov=100,,OPERATIONAL,{},,,"https://www.google.com/maps/place/%D0%92%D0%B5%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0%D1%80%D1%81%D0%BA%D0%B8+%D1%86%D0%B5%D0%BD%D1%82%D0%B0%D1%80%2C+%D0%9F%D0%B8%D0%BD%D0%BE%D1%81%D0%B0%D0%B2%D0%B0/@44.6952706,20.494575299999997,14z/data=!4m8!1m2!2m1!1s%D0%92%D0%B5%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0%D1%80%D1%81%D0%BA%D0%B8+%D1%86%D0%B5%D0%BD%D1%82%D0%B0%D1%80%2C+%D0%9F%D0%B8%D0%BD%D0%BE%D1%81%D0%B0%D0%B2%D0%B0!3m4!1s0x475a746e473ffd85:0x87b299e1fbd5dd41!8m2!3d44.6952706!4d20.494575299999997",ChIJhf0_R250WkcRQd3V--GZsoc
Otorhinolaryngology and Maxillofacial Surgery Clinic,http://www.kcs.ac.rs/index.php/klinike/klinika-za-orl-i-mfh,Government hospital,Државна болница,+381 11 2643666,"Pasterova 2, Beograd 11000",11000,44.8008574,20.459244599999998,3.6,33.0,,19.0,https://lh3.googleusercontent.com/p/AF1QipOzU8QDg_mz0sgIk0UxlKKEXeoR011h7M55P5mz=w800-h500-k-no,"{""Monday"": ""7:30AM-2:30PM"", ""Tuesday"": ""7:30AM-2:30PM"", ""Wednesday"": ""7:30AM-2:30PM"", ""Thursday"": ""7:30AM-2:30PM"", ""Friday"": ""7:30AM-2:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,"https://www.google.com/maps/place/Otorhinolaryngology+and+Maxillofacial+Surgery+Clinic/@44.8008574,20.459244599999998,14z/data=!4m8!1m2!2m1!1sOtorhinolaryngology+and+Maxillofacial+Surgery+Clinic!3m4!1s0x475a718657e6e1e5:0xab3771e776946166!8m2!3d44.8008574!4d20.459244599999998",ChIJ5eHmV4ZxWkcRZmGUdudxN6s
Spina,,Veterinarian,Ветеринар,+381 64 1299633,"17a Bulevar Arsenija Čarnojevića, 11070, Beograd (Novi Beograd), Grad Beograd, Bulevar Arsenija Čarnojevića 17, Beograd 11070",11070,44.8065698,20.430233899999998,4.9,408.0,,17.0,https://lh3.googleusercontent.com/p/AF1QipMIg6zQmUslhYCT5PG2V_yKpnd7OMEJaFyt0_q0=w800-h500-k-no,"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""11AM-2PM"", ""Sunday"": ""11AM-2PM""}",OPERATIONAL,"{""Amenities"": {""Toilet"": true}, ""Planning"": {""Appointments recommended"": true}}",,,"https://www.google.com/maps/place/Spina/@44.8065698,20.430233899999998,14z/data=!4m8!1m2!2m1!1sSpina!3m4!1s0x475a6ff6e196fb09:0x8eddcde5a6452f25!8m2!3d44.8065698!4d20.430233899999998",ChIJCfuW4fZvWkcRJS9FpuXN3Y4
Veterinarska Ambulanta Pet House,,Veterinarian,Ветеринар,+381 64 2361292,"Nikole Dobrovića 44, Beograd",None,44.8184872,20.3862681,5.0,43.0,,36.0,https://lh3.googleusercontent.com/p/AF1QipMiFuDh_f99KKGZPL2LpjplvWLZ_IUId9_erq84=w800-h500-k-no,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": false}}",,,"https://www.google.com/maps/place/Veterinarska+Ambulanta+Pet+House/@44.8184872,20.3862681,14z/data=!4m8!1m2!2m1!1sVeterinarska+Ambulanta+Pet+House!3m4!1s0x475a6f7d7175bf2d:0xaf0747b2226d3e87!8m2!3d44.8184872!4d20.3862681",ChIJLb91cX1vWkcRhz5tIrJHB68
VivaVet d.o.o.,http://vivavet.rs/,"Veterinarian, Animal hospital, Emergency veterinarian service, Pet store",Veterinarian,+381 13 333513,"Miloša Trebinjca 44, Pančevo",None,44.866305399999995,20.652685899999998,4.5,317.0,,62.0,https://lh3.googleusercontent.com/p/AF1QipOKwq65d8PPtnn4ZZQ-p_RMmc8v6XUDbs-saMzw=w800-h500-k-no,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-2PM"", ""Sunday"": ""9AM-2PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Toilet"": true}}",,,"https://www.google.com/maps/place/VivaVet+d.o.o./@44.866305399999995,20.652685899999998,14z/data=!4m8!1m2!2m1!1sVivaVet+d.o.o.!3m4!1s0x475a7ee79dd26b5d:0x9679dc1829b8f937!8m2!3d44.866305399999995!4d20.652685899999998",ChIJXWvSned-WkcRN_m4KRjceZY
Mison,,Veterinarian,Ветеринар,+381 63 237017,"Karla Soprona 43, Beograd",None,44.8365854,20.3924611,4.8,57.0,,15.0,https://lh3.googleusercontent.com/p/AF1QipMNuOLaMPYCv1EfjjilU2-mNkQclCJNdfr3oG9f=w800-h500-k-no,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""10AM-12PM"", ""Sunday"": ""10AM-12PM""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Mison/@44.8365854,20.3924611,14z/data=!4m8!1m2!2m1!1sMison!3m4!1s0x475a65962769161d:0xcf25ce902fca2ac1!8m2!3d44.8365854!4d20.3924611",ChIJHRZpJ5ZlWkcRwSrKL5DOJc8
Lazarević,http://www.veterinarskaambulantalazarevic.rs/,"Veterinarian, Emergency veterinarian service, Veterinary care",Ветеринар,+381 11 3319015,"Zrenjaninski put 30, Beograd",None,44.8446869,20.4893565,4.1,58.0,,8.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_mjuO-Z-Hdm-4Mvh7TYW-8hMqjABpw3BsgaFi7XwZC5DzMHTRhkqf88jps6HJO_gzVduncu6cNC-n2f_doriZWg0RMqraKrvGR17c33gMhob-FcLpy3EEcFxtSSbsI28Uj6ow=w800-h500-k-no,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-12PM"", ""Sunday"": ""9AM-12PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": false}}",,,"https://www.google.com/maps/place/Lazarevi%C4%87/@44.8446869,20.4893565,14z/data=!4m8!1m2!2m1!1sLazarevi%C4%87!3m4!1s0x475a7b2f0d5cc359:0xb5b5a679d7e947c5!8m2!3d44.8446869!4d20.4893565",ChIJWcNcDS97WkcRxUfp13mmtbU
"VETERINARSKA AMBULANTA ZEMUN, NOVOGRADSKA 37",,Veterinarian,Ветеринар,+381 63 8463537,"Novogradska 37, Beograd 11080",11080,44.8450975,20.401201,4.8,106.0,,83.0,https://lh3.googleusercontent.com/p/AF1QipMFQPfXSserH8b0sfO-f-0frm8k5pQqhiS4v5vD=w800-h500-k-no,"{""Monday"": ""10AM-2PM"", ""Tuesday"": ""10AM-2PM"", ""Wednesday"": ""10AM-2PM"", ""Thursday"": ""10AM-2PM"", ""Friday"": ""10AM-2PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Planning"": {""Appointments recommended"": true}}",,,"https://www.google.com/maps/place/VETERINARSKA+AMBULANTA+ZEMUN%2C+NOVOGRADSKA+37/@44.8450975,20.401201,14z/data=!4m8!1m2!2m1!1sVETERINARSKA+AMBULANTA+ZEMUN%2C+NOVOGRADSKA+37!3m4!1s0x475a65b099365db7:0x8832bb4cc65484fd!8m2!3d44.8450975!4d20.401201",ChIJt102mbBlWkcR_YRUxky7Mog
SORE,https://www.facebook.com/SOREVET/,Veterinarian,Veterinarian,+381 11 3196436,"Karađorđev trg 32, Beograd 11080",11080,44.836009499999996,20.4176724,4.9,91.0,,10.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_Fa65l60697QVmQgn8WLCAM7lInzAby9Zhfy2wyzJllEiKDmMrg1AOnbFT1NoPoNUF2Wzuy8qUSnIgggzoefBU10nt3Jr6_pFaz_xFmS0ylH_vQ4Xhavd4BtYtymsVJHXktxcAhg=w800-h500-k-no,"{""Monday"": ""10AM-1PM,5-8PM"", ""Tuesday"": ""10AM-1PM,5-8PM"", ""Wednesday"": ""10AM-1PM,5-8PM"", ""Thursday"": ""10AM-1PM,5-8PM"", ""Friday"": ""10AM-1PM,5-8PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/SORE/@44.836009499999996,20.4176724,14z/data=!4m8!1m2!2m1!1sSORE!3m4!1s0x475a65edb115fa59:0x4106efa1e40f63b7!8m2!3d44.836009499999996!4d20.4176724",ChIJWfoVse1lWkcRt2MP5KHvBkE
Veterinarska apoteka Blok,,Veterinary pharmacy,Veterinary pharmacy,+381 63 237198,"Gandijeva 5, Novi Beograd 11070",11070,44.810222499999995,20.3832784,5.0,59.0,,20.0,https://lh3.googleusercontent.com/p/AF1QipPBfAc5xEQgf94MFKIjLHvKJ8OalbxBNE3x5EsY=w800-h500-k-no,"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""10AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Kerbside pickup"": true, ""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": false}, ""Amenities"": {""Wi-Fi"": true, ""Toilet"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,,"https://www.google.com/maps/place/Veterinarska+apoteka+Blok/@44.810222499999995,20.3832784,14z/data=!4m8!1m2!2m1!1sVeterinarska+apoteka+Blok!3m4!1s0x475a6f6f7a8d5a97:0x573517bf9a598df6!8m2!3d44.810222499999995!4d20.3832784",ChIJl1qNem9vWkcR9o1Zmr8XNVc
Клиника за инфективне и тропске болести | пријемно одељење,http://www.kcs.ac.rs/index.php/sr/klinike/klinika-za-infektivne-i-tropske-bolesti,Hospital,Hospital,+381 11 2685266,"Bulevar oslobođenja 16, Beograd 11000",11000,44.796143,20.4632951,2.7,46.0,,8.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8kwb9zXCHnE0e0qqhqefS6fDGcu3IltZ5hOrpVSpb9uXo0HhqqMh0p1wE42sfJffG0aUSGXIutahCbdC1lQbp1xLMRo5ew56uGJFK2VcCgq4yrEi1D96iy3l81aGTHK5Q0ahQ=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,"https://www.google.com/maps/place/%D0%9A%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0+%D0%B7%D0%B0+%D0%B8%D0%BD%D1%84%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D0%B5+%D0%B8+%D1%82%D1%80%D0%BE%D0%BF%D1%81%D0%BA%D0%B5+%D0%B1%D0%BE%D0%BB%D0%B5%D1%81%D1%82%D0%B8+%7C+%D0%BF%D1%80%D0%B8%D1%98%D0%B5%D0%BC%D0%BD%D0%BE+%D0%BE%D0%B4%D0%B5%D1%99%D0%B5%D1%9A%D0%B5/@44.796143,20.4632951,14z/data=!4m8!1m2!2m1!1s%D0%9A%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0+%D0%B7%D0%B0+%D0%B8%D0%BD%D1%84%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D0%B5+%D0%B8+%D1%82%D1%80%D0%BE%D0%BF%D1%81%D0%BA%D0%B5+%D0%B1%D0%BE%D0%BB%D0%B5%D1%81%D1%82%D0%B8+%7C+%D0%BF%D1%80%D0%B8%D1%98%D0%B5%D0%BC%D0%BD%D0%BE+%D0%BE%D0%B4%D0%B5%D1%99%D0%B5%D1%9A%D0%B5!3m4!1s0x475a713cde386dc7:0x159eb0748f91e776!8m2!3d44.796143!4d20.4632951",ChIJx2043jxxWkcRdueRj3SwnhU
Vidra-Vet,,"Veterinarian, Doctor",Ветеринар,+381 11 3140911,"228 VOJVODJANSKA, 11271, Surcin, Belgrade county, Surčin 11271",11271,44.7930802,20.2842687,4.1,23.0,,3.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-l70Dk_ICJu2Jn3xBAPy0MbLWzTrWYZDppocXACpC-Kyz2fPNY_lTc1dds72kzI7C8p1CJVWukUEXeMU6IsFApt2WjCQy9CPy668ojRZ3yFsi8Ug-FbiQ65WLftYPbClnKiDypSA=w800-h500-k-no,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-3PM"", ""Sunday"": ""8AM-1PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": false}}",,,"https://www.google.com/maps/place/Vidra-Vet/@44.7930802,20.2842687,14z/data=!4m8!1m2!2m1!1sVidra-Vet!3m4!1s0x475a6f6e6039d1c5:0x1b05a3769f3495c9!8m2!3d44.7930802!4d20.2842687",ChIJxdE5YG5vWkcRyZU0n3ajBRs
Kameni VET - Veterinarska ambulanta za kućne ljubimce,http://kamenivet.com/,Animal hospital,Ветеринарска клиника,+381 60 7002885,"Dr Svetislava Kasapinovića 37/2, Pančevo 26000",26000,44.869704999999996,20.6489481,4.7,222.0,,24.0,https://lh3.googleusercontent.com/p/AF1QipPwyC4t-2BF7xlrIK1EyBpOhwVUcbk61QRoxo_I=w800-h500-k-no,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""10AM-2PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true}, ""Amenities"": {""Toilet"": true}}",,,"https://www.google.com/maps/place/Kameni+VET+-+Veterinarska+ambulanta+za+ku%C4%87ne+ljubimce/@44.869704999999996,20.6489481,14z/data=!4m8!1m2!2m1!1sKameni+VET+-+Veterinarska+ambulanta+za+ku%C4%87ne+ljubimce!3m4!1s0x475a7fbbecbe7cbf:0xcfae19d14880dfc5!8m2!3d44.869704999999996!4d20.6489481",ChIJv3y-7Lt_WkcRxd-ASNEZrs8
"Veterinar Božinović, Zemun",https://www.veterinarbozinovic.rs/,Veterinarian,Ветеринар,+381 11 3730565,"Ševina 37, Beograd",None,44.838120499999995,20.377436,5.0,205.0,,7.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_FDW1ZXRjLvSjsjN9z_iDNN8R7kf1Tfw6I9wxFsewH1gcebD95No7yREFWnEzQRP6-MfarZLzzRpsRJ779zwzisobn-ZAQUbtLHEE_1a4gI-kmL0EgGDxFeZfnuD36t2FwQrMy=w800-h500-k-no,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""10AM-12PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Planning"": {""Appointments recommended"": true}}",,,"https://www.google.com/maps/place/Veterinar+Bo%C5%BEinovi%C4%87%2C+Zemun/@44.838120499999995,20.377436,14z/data=!4m8!1m2!2m1!1sVeterinar+Bo%C5%BEinovi%C4%87%2C+Zemun!3m4!1s0x475a65e9d3f9117f:0xdbfe3d208d6e96!8m2!3d44.838120499999995!4d20.377436",ChIJfxH50-llWkcRlm6NID3-2wA
Veterinarska ambulanta za kućne ljubimce Vetmen d.o.o.,,Veterinarian,Veterinarian,+381 60 4566636,"Vojvođanska 160, Surčin 11271",11271,44.792219599999996,20.277365,4.4,7.0,,4.0,https://lh3.googleusercontent.com/p/AF1QipN0X0RsyPI0okoyDf6sfVU-xtiON3TguKMExoeP=w800-h500-k-no,"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""10AM-1PM"", ""Sunday"": ""10AM-1PM""}",OPERATIONAL,"{""Parking"": {""Free multi-storey car park"": true, ""Free of charge street parking"": true, ""On-site parking"": true}}",,,"https://www.google.com/maps/place/Veterinarska+ambulanta+za+ku%C4%87ne+ljubimce+Vetmen+d.o.o./@44.792219599999996,20.277365,14z/data=!4m8!1m2!2m1!1sVeterinarska+ambulanta+za+ku%C4%87ne+ljubimce+Vetmen+d.o.o.!3m4!1s0x475a699679a03cd7:0x827691c3342938bd!8m2!3d44.792219599999996!4d20.277365",ChIJ1zygeZZpWkcRvTgpNMORdoI
Special Hospital for Cerebrovascular Diseases „Saint Sava“,http://www.svetisava.rs/,"Specialized hospital, Hospital",Специјална болница,+381 11 2066800,"Nemanjina 2, Beograd 11000",11000,44.8071931,20.4570765,3.8,155.0,,40.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9eJmd063pvJ7zbGHwq1X_bllNI7g19BP8iWXxNuU0Y7GtEzJDVghaBw8vqtYF02vIQvOTvR2xgv9bHDx_6EJF-qVK7E0sKgizxiI3_i283FdjqPwAofnba8FcF3u6_3nCb_U8=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,"https://www.google.com/maps/place/Special+Hospital+for+Cerebrovascular+Diseases+%E2%80%9ESaint+Sava%E2%80%9C/@44.8071931,20.4570765,14z/data=!4m8!1m2!2m1!1sSpecial+Hospital+for+Cerebrovascular+Diseases+%E2%80%9ESaint+Sava%E2%80%9C!3m4!1s0x475a7aa984d7431d:0x99448e427081e4da!8m2!3d44.8071931!4d20.4570765",ChIJHUPXhKl6WkcR2uSBcEKORJk
SA-SA,,"Animal hospital, Service establishment",Animal hospital,+381 63 8496912,,,44.210778499999996,20.9104991,,,,14.0,https://lh3.googleusercontent.com/p/AF1QipN5vadVuMFv1lF5XIIBKDoxZxDeb4PfT1-ZvZlD=w800-h500-k-no,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/SA-SA/@44.210778499999996,20.9104991,14z/data=!4m8!1m2!2m1!1sSA-SA!3m4!1s0x282a49f1bde22175:0x146fa5410b0795d!8m2!3d44.210778499999996!4d20.9104991",ChIJdSHivfFJKigRXXmwEFT6RgE
Vet House,http://www.vethouse.rs/,"Veterinarian, Emergency veterinarian service",Veterinarian,+381 11 3572704,"Golf naselje, Blagoja Parovića 27L, Belgrade 11000",11000,44.7702624,20.4177231,4.0,126.0,,23.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-zFhg0dPfMy9xXOA1BMmLtpuvS4rcRTRp30Su8SaAnM1k54ri1qkFD8u6DWAvlGzx0BmSBdNzu9H0c4ONKRxHrRP32ZYza3dQz5AvENDybVeJ2ul28ObCgOD-pOvvkx8FrsyJ0=w800-h500-k-no,"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""10AM-12PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Toilet"": true}, ""Planning"": {""Appointments recommended"": true}}",,,"https://www.google.com/maps/place/Vet+House/@44.7702624,20.4177231,14z/data=!4m8!1m2!2m1!1sVet+House!3m4!1s0x475a6e2bcaa0c5bd:0xde60bdac1b19209d!8m2!3d44.7702624!4d20.4177231",ChIJvcWgyituWkcRnSAZG6y9YN4
Vet group veterinar,http://www.vetgroup.rs/,Animal hospital,Animal hospital,+381 64 9724369,"Mirijevski Bulevar 211, Beograd 11160",11160,44.795271199999995,20.5275482,4.8,96.0,,406.0,https://lh3.googleusercontent.com/p/AF1QipMN-O-xwoO1qYzQckfFqz_p0kC_7A6RmYq2JwKT=w800-h500-k-no,"{""Monday"": ""2-8PM"", ""Tuesday"": ""2-8PM"", ""Wednesday"": ""2-8PM"", ""Thursday"": ""2-8PM"", ""Friday"": ""2-8PM"", ""Saturday"": ""10AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Toilet"": true}}",,,"https://www.google.com/maps/place/Vet+group+veterinar/@44.795271199999995,20.5275482,14z/data=!4m8!1m2!2m1!1sVet+group+veterinar!3m4!1s0x475a7b372f2b1a59:0x6eea66534f354e55!8m2!3d44.795271199999995!4d20.5275482",ChIJWRorLzd7WkcRVU41T1Nm6m4
Veterinarska ambulanta doktor Dača,,Animal hospital,Ветеринарска клиника,+381 64 2128707,"Nehruova 59, Beograd 11070",11070,44.8062482,20.378271299999998,4.6,31.0,,62.0,https://lh3.googleusercontent.com/p/AF1QipOyAzaHky6AXbE5jj2aDcYGohIuDwRHMdfr__Wi=w800-h500-k-no,"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""10AM-8PM"", ""Sunday"": ""10AM-2PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Toilet"": true}}",,,"https://www.google.com/maps/place/Veterinarska+ambulanta+doktor+Da%C4%8Da/@44.8062482,20.378271299999998,14z/data=!4m8!1m2!2m1!1sVeterinarska+ambulanta+doktor+Da%C4%8Da!3m4!1s0x475a6fc53fabfba3:0x542a16132a2cb621!8m2!3d44.8062482!4d20.378271299999998",ChIJo_urP8VvWkcRIbYsKhMWKlQ
